MATRICES	D_Count	H_Count
had(8,12,10,11,4,14,7,5)	552	250
had(8,12,4,14,10,11,7,5)	552	250
had(12,8,11,10,14,4,5,7)	552	250
had(12,8,14,4,11,10,5,7)	552	250
had(4,12,7,11,8,14,10,5)	552	252
had(4,12,8,14,7,11,10,5)	552	252
had(12,4,11,7,14,8,5,10)	552	252
had(12,4,14,8,11,7,5,10)	552	252
had(1,8,5,9,15,14,10,13)	568	256
had(1,8,15,14,5,9,10,13)	568	256
had(8,1,9,5,14,15,13,10)	568	256
had(8,1,14,15,9,5,13,10)	568	256
had(1,12,7,9,11,13,15,4)	544	258
had(1,12,11,13,7,9,15,4)	544	258
had(12,1,9,7,13,11,4,15)	544	258
had(12,1,13,11,9,7,4,15)	544	258
had(10,15,8,9,6,11,2,12)	544	262
had(10,15,6,11,8,9,2,12)	544	262
had(15,10,9,8,11,6,12,2)	544	262
had(15,10,11,6,9,8,12,2)	544	262
had(6,15,2,9,10,11,8,12)	544	264
had(6,15,10,11,2,9,8,12)	544	264
had(15,6,9,2,11,10,12,8)	544	264
had(15,6,11,10,9,2,12,8)	544	264
had(1,8,3,11,5,9,4,6)	512	264
had(1,8,5,9,3,11,4,6)	512	264
had(8,1,11,3,9,5,6,4)	512	264
had(8,1,9,5,11,3,6,4)	512	264
had(10,12,8,11,7,14,4,5)	552	264
had(10,12,7,14,8,11,4,5)	552	264
had(12,10,11,8,14,7,5,4)	552	264
had(12,10,14,7,11,8,5,4)	552	264
had(1,9,5,8,15,13,10,14)	568	264
had(1,9,15,13,5,8,10,14)	568	264
had(9,1,8,5,13,15,14,10)	568	264
had(9,1,13,15,8,5,14,10)	568	264
had(1,2,3,15,11,14,8,7)	536	266
had(1,2,11,14,3,15,8,7)	536	266
had(2,1,15,3,14,11,7,8)	536	266
had(2,1,14,11,15,3,7,8)	536	266
had(4,6,2,7,5,9,15,14)	536	266
had(4,6,5,9,2,7,15,14)	536	266
had(6,4,7,2,9,5,14,15)	536	266
had(6,4,9,5,7,2,14,15)	536	266
had(2,12,1,5,14,13,11,6)	456	268
had(2,12,14,13,1,5,11,6)	456	268
had(12,2,5,1,13,14,6,11)	456	268
had(12,2,13,14,5,1,6,11)	456	268
had(1,14,5,13,15,8,10,9)	568	268
had(1,14,15,8,5,13,10,9)	568	268
had(14,1,13,5,8,15,9,10)	568	268
had(14,1,8,15,13,5,9,10)	568	268
had(10,9,8,15,6,12,2,11)	544	270
had(10,9,6,12,8,15,2,11)	544	270
had(9,10,15,8,12,6,11,2)	544	270
had(9,10,12,6,15,8,11,2)	544	270
had(5,8,4,11,1,9,3,6)	512	270
had(5,8,1,9,4,11,3,6)	512	270
had(8,5,11,4,9,1,6,3)	512	270
had(8,5,9,1,11,4,6,3)	512	270
had(7,13,15,12,11,9,1,4)	544	270
had(7,13,11,9,15,12,1,4)	544	270
had(13,7,12,15,9,11,4,1)	544	270
had(13,7,9,11,12,15,4,1)	544	270
had(4,14,8,12,10,11,7,5)	552	270
had(4,14,10,11,8,12,7,5)	552	270
had(14,4,12,8,11,10,5,7)	552	270
had(14,4,11,10,12,8,5,7)	552	270
had(1,13,5,14,15,9,10,8)	568	270
had(1,13,15,9,5,14,10,8)	568	270
had(13,1,14,5,9,15,8,10)	568	270
had(13,1,9,15,14,5,8,10)	568	270
had(6,9,2,15,10,12,8,11)	544	272
had(6,9,10,12,2,15,8,11)	544	272
had(10,12,8,11,6,9,2,15)	544	272
had(10,12,6,9,8,11,2,15)	544	272
had(9,6,15,2,12,10,11,8)	544	272
had(9,6,12,10,15,2,11,8)	544	272
had(12,10,11,8,9,6,15,2)	544	272
had(12,10,9,6,11,8,15,2)	544	272
had(13,11,12,1,9,7,4,15)	544	272
had(13,11,9,7,12,1,4,15)	544	272
had(11,13,1,12,7,9,15,4)	544	272
had(11,13,7,9,1,12,15,4)	544	272
had(4,12,8,14,10,5,7,11)	552	272
had(4,12,10,5,8,14,7,11)	552	272
had(14,8,5,10,12,4,11,7)	552	272
had(14,8,12,4,5,10,11,7)	552	272
had(8,14,10,5,4,12,7,11)	552	272
had(8,14,4,12,10,5,7,11)	552	272
