MATRICES	D_Count	H_Count
had(2,12,10,8,15,5,4,3)	512	288
had(2,12,15,5,10,8,4,3)	512	288
had(12,2,8,10,5,15,3,4)	512	288
had(12,2,5,15,8,10,3,4)	512	288
had(2,5,3,10,4,8,12,15)	512	294
had(2,5,4,8,3,10,12,15)	512	294
had(5,2,10,3,8,4,15,12)	512	294
had(5,2,8,4,10,3,15,12)	512	294
had(2,8,4,5,10,12,15,3)	512	300
had(2,8,10,12,4,5,15,3)	512	300
had(8,2,5,4,12,10,3,15)	512	300
had(8,2,12,10,5,4,3,15)	512	300
had(2,8,4,5,12,10,3,15)	512	300
had(2,8,12,10,4,5,3,15)	512	300
had(8,2,5,4,10,12,15,3)	512	300
had(8,2,10,12,5,4,15,3)	512	300
had(2,8,3,15,4,5,12,10)	512	300
had(2,8,4,5,3,15,12,10)	512	300
had(8,2,15,3,5,4,10,12)	512	300
had(8,2,5,4,15,3,10,12)	512	300
had(2,5,4,8,15,12,10,3)	512	302
had(2,5,10,3,15,12,4,8)	512	302
had(2,5,15,12,4,8,10,3)	512	302
had(2,5,15,12,10,3,4,8)	512	302
had(5,2,8,4,12,15,3,10)	512	302
had(5,2,3,10,12,15,8,4)	512	302
had(5,2,12,15,8,4,3,10)	512	302
had(5,2,12,15,3,10,8,4)	512	302
had(2,10,3,5,12,8,4,15)	512	302
had(2,10,12,8,3,5,4,15)	512	302
had(10,2,5,3,8,12,15,4)	512	302
had(10,2,8,12,5,3,15,4)	512	302
had(2,8,10,12,15,3,4,5)	512	304
had(2,8,15,3,10,12,4,5)	512	304
had(8,2,12,10,3,15,5,4)	512	304
had(8,2,3,15,12,10,5,4)	512	304
had(2,8,3,15,12,10,4,5)	512	304
had(2,8,12,10,3,15,4,5)	512	304
had(8,2,15,3,10,12,5,4)	512	304
had(8,2,10,12,15,3,5,4)	512	304
had(3,5,2,10,12,8,4,15)	512	306
had(3,5,12,8,2,10,4,15)	512	306
had(5,3,10,2,8,12,15,4)	512	306
had(5,3,8,12,10,2,15,4)	512	306
had(4,8,2,5,3,10,12,15)	512	306
had(4,8,3,10,2,5,12,15)	512	306
had(8,4,5,2,10,3,15,12)	512	306
had(8,4,10,3,5,2,15,12)	512	306
had(4,5,12,10,2,8,3,15)	512	308
had(4,5,2,8,12,10,3,15)	512	308
had(5,4,10,12,8,2,15,3)	512	308
had(5,4,8,2,10,12,15,3)	512	308
had(12,15,8,4,5,2,3,10)	512	310
had(12,15,5,2,8,4,3,10)	512	310
had(15,12,4,8,2,5,10,3)	512	310
had(15,12,2,5,4,8,10,3)	512	310
had(2,10,3,5,4,15,12,8)	512	310
had(2,10,4,15,3,5,12,8)	512	310
had(10,2,5,3,15,4,8,12)	512	310
had(10,2,15,4,5,3,8,12)	512	310
had(2,12,4,3,15,5,10,8)	512	312
had(2,12,15,5,4,3,10,8)	512	312
had(12,2,3,4,5,15,8,10)	512	312
had(12,2,5,15,3,4,8,10)	512	312
had(12,8,3,5,2,10,4,15)	512	312
had(12,8,2,10,3,5,4,15)	512	312
had(8,12,5,3,10,2,15,4)	512	312
had(8,12,10,2,5,3,15,4)	512	312
had(3,8,2,15,12,5,4,10)	512	312
had(3,8,12,5,2,15,4,10)	512	312
had(8,3,15,2,5,12,10,4)	512	312
had(8,3,5,12,15,2,10,4)	512	312
had(4,8,2,5,15,12,10,3)	512	314
had(4,8,15,12,2,5,10,3)	512	314
had(8,4,5,2,12,15,3,10)	512	314
had(8,4,12,15,5,2,3,10)	512	314
had(3,10,2,5,4,8,12,15)	512	314
had(3,10,4,8,2,5,12,15)	512	314
had(4,8,12,15,2,5,3,10)	512	314
had(4,8,2,5,12,15,3,10)	512	314
had(10,3,5,2,8,4,15,12)	512	314
had(10,3,8,4,5,2,15,12)	512	314
had(8,4,15,12,5,2,10,3)	512	314
had(8,4,5,2,15,12,10,3)	512	314
had(2,8,4,5,15,3,10,12)	512	316
had(2,8,15,3,4,5,10,12)	512	316
had(8,2,5,4,3,15,12,10)	512	316
had(8,2,3,15,5,4,12,10)	512	316
had(2,12,4,3,10,8,15,5)	512	316
had(2,12,10,8,4,3,15,5)	512	316
had(12,2,3,4,8,10,5,15)	512	316
had(12,2,8,10,3,4,5,15)	512	316
had(5,15,8,10,12,2,3,4)	512	316
had(5,15,12,2,8,10,3,4)	512	316
had(15,5,10,8,2,12,4,3)	512	316
had(15,5,2,12,10,8,4,3)	512	316
had(3,8,2,15,4,10,12,5)	512	316
had(3,8,12,5,4,10,2,15)	512	316
had(3,8,4,10,2,15,12,5)	512	316
had(3,8,4,10,12,5,2,15)	512	316
had(8,3,15,2,10,4,5,12)	512	316
had(8,3,5,12,10,4,15,2)	512	316
had(8,3,10,4,15,2,5,12)	512	316
had(8,3,10,4,5,12,15,2)	512	316
had(2,5,4,8,10,3,15,12)	512	318
had(2,5,10,3,4,8,15,12)	512	318
